Date,Time,Open,High,Low,Close,Volume
10/17/2022,12:30 PM,366.76,367.07,366.65,366.84,272676
10/17/2022,12:33 PM,366.8474,367.07,366.77,367,171484
10/17/2022,12:36 PM,366.99,367.39,366.96,367.11,332037
10/17/2022,12:39 PM,367.09,367.179,366.7133,366.94,273072
10/17/2022,12:42 PM,366.943,366.99,366.63,366.71,205089
10/17/2022,12:45 PM,366.7097,366.795,365.96,366.38,398102
10/17/2022,12:48 PM,366.38,366.72,365.96,366.56,461868
10/17/2022,12:51 PM,366.58,366.7015,366.35,366.59,213328
10/17/2022,12:54 PM,366.6,366.82,366.5,366.78,214542
10/17/2022,12:57 PM,366.75,366.91,366.5,366.5001,184018
10/17/2022,1:00 PM,366.5,366.67,366.31,366.5137,382708
10/17/2022,1:03 PM,366.515,366.7264,365.91,366.0486,318652
10/17/2022,1:06 PM,366.05,366.79,366,366.68,436295
10/17/2022,1:09 PM,366.68,366.86,366.51,366.66,220405
10/17/2022,1:12 PM,366.67,366.785,366.46,366.6524,271329
10/17/2022,1:15 PM,366.66,366.84,366.58,366.65,293090
