Date,Time,Open,High,Low,Close,Volume,"Exponential Moving Average - EMA - EMA(8,Modern)","Exponential Moving Average - EMA - EMA(21,Modern)","Simple Moving Average - SMA - SMA(31)","Relative Strength Index - RSI - RSI(14)"
09/23/2022,11:30 AM,368.19,368.22,367.64,367.75,443737,367.959729813685,368.036236806148,367.960951612903,37.4246285106343
09/23/2022,11:33 AM,367.78,368.17,367.73,367.85,265800,367.935345410644,368.019306187407,367.962887096774,38.8976228185317
09/23/2022,11:36 AM,367.8499,368.09,367.71,367.715,229574,367.886379763834,367.991641988552,367.969661290323,37.610485094962
09/23/2022,11:39 AM,367.71,367.9999,367.49,367.49,346144,367.798295371871,367.946038171411,367.956729032258,35.5019189956829
09/23/2022,11:42 AM,367.5,367.62,367.22,367.3206,383970,367.692140844788,367.889180155828,367.934812903226,33.9583010793101
09/23/2022,11:45 AM,367.3,367.4,366.83,366.84,542244,367.502776212613,367.793800141662,367.88884516129,29.9761407217051
09/23/2022,11:48 AM,366.84,366.8607,366.16,366.41,842318,367.259937054255,367.668000128784,367.829167741936,26.9329694144777
09/23/2022,11:51 AM,366.43,366.74,366.35,366.73,324866,367.14217326442,367.582727389803,367.782035483871,32.4304992830512
09/23/2022,11:54 AM,366.74,367.1,366.58,366.94,415549,367.097245872327,367.524297627094,367.74945483871,35.8420409449974
09/23/2022,11:57 AM,366.93,366.96,366.62,366.73,300813,367.015635678476,367.452088751903,367.710422580645,33.9936959395947
09/23/2022,12:00 PM,366.74,366.95,366.67,366.82,180355,366.972161083259,367.394626138094,367.666551612903,35.5281998561803
09/23/2022,12:03 PM,366.82,366.925,366.31,366.37,278646,366.838347509202,367.301478307358,367.590096774194,31.5755511882299
09/23/2022,12:06 PM,366.36,366.75,366.287,366.72,281341,366.812048062713,367.248616643053,367.528809677419,37.4082840016047
09/23/2022,12:09 PM,366.73,366.73,365.78,365.9774,530361,366.626570715443,367.133051493684,367.472596774194,31.3099085560909
09/23/2022,12:12 PM,365.96,366.15,365.81,365.95,471251,366.476221667567,367.025501357895,367.412919354839,31.1083949951413
09/23/2022,12:15 PM,365.96,366.17,365.78,365.97,436851,366.363727963663,366.929546688995,367.345177419355,31.4551807346535
09/23/2022,12:18 PM,365.98,366.04,365.79,366.03,479504,366.28956619396,366.847769717269,367.28485483871,32.5520866629472
09/23/2022,12:21 PM,366.03,366.24,365.9528,366.1,364465,366.24744037308,366.779790652062,367.224209677419,33.8814675381334
09/23/2022,12:24 PM,366.11,366.31,365.7,365.775,586395,366.142453623507,366.688446047329,367.1605,30.842025890346
09/23/2022,12:27 PM,365.78,366.02,365.55,365.69,598697,366.041908373839,366.597678224845,367.089532258065,30.0819485092754
09/23/2022,12:30 PM,365.695,365.705,365.07,365.12,541358,365.837039846319,366.463343840768,366.995338709678,25.5370316826979
09/23/2022,12:33 PM,365.1,365.25,364.83,365.015,821439,365.654364324915,366.33167621888,366.916225806452,24.7939030386444
09/23/2022,12:36 PM,365.01,365.35,364.87,365.155,500063,365.543394474934,366.224705653527,366.843483870968,27.8103249923173
09/23/2022,12:39 PM,365.16,365.52,365.05,365.49,349961,365.53152903606,366.157914230479,366.773161290323,34.5727034580333
09/23/2022,12:42 PM,365.5,365.5412,365.13,365.3501,309824,365.491211472491,366.084476573163,366.69445483871,33.1750683436634
09/23/2022,12:45 PM,365.3599,365.52,365.18,365.21,318806,365.428720034159,366.004978702876,366.599293548387,31.7891290868811
09/23/2022,12:48 PM,365.1925,365.788,365.09,365.56,513401,365.457893359902,365.964526093523,366.534132258065,38.681069786547
09/23/2022,12:51 PM,365.56,366.17,365.56,366.1,401502,365.600583724368,365.976841903203,366.479293548387,47.4955107676379
09/23/2022,12:54 PM,366.105,366.7,366.05,366.3918,578383,365.776409563397,366.014565366548,366.420964516129,51.5485705562904
09/23/2022,12:57 PM,366.41,366.67,366.17,366.3101,343412,365.895007438198,366.041432151407,366.357096774194,50.3760192076671
09/23/2022,1:00 PM,366.31,366.72,366.17,366.63,320416,366.058339118598,366.094938319461,366.306774193548,54.7191844307524
09/23/2022,1:03 PM,366.6414,366.85,366.35,366.6703,445758,366.194330425577,366.147243926783,366.27194516129,55.2505312974735
09/23/2022,1:06 PM,366.65,367.18,366.58,366.6001,577209,366.284501442115,366.188412660712,366.231625806452,54.0604938130448
09/23/2022,1:09 PM,366.61,366.93,366.41,366.54,349254,366.341278899423,366.220375146102,366.193722580645,53.0078381805145
09/23/2022,1:12 PM,366.56,366.885,366.48,366.74,241297,366.42988358844,366.267613769183,366.169529032258,56.0731626577784
09/23/2022,1:15 PM,366.7001,366.92,366.5,366.64,328429,366.476576124342,366.301467062894,366.147574193548,54.1704713647711
09/23/2022,1:18 PM,366.63,367.085,366.56,367.01,327621,366.595114763377,366.365879148085,366.153058064516,59.6289291457731
09/23/2022,1:21 PM,367.0241,367.19,366.79,366.91,345983,366.665089260405,366.415344680078,366.169187096774,57.6310729289423
09/23/2022,1:24 PM,366.92,367.01,366.55,366.6991,245844,366.672647202537,366.441140618252,366.168190322581,53.5556404723632
09/23/2022,1:27 PM,366.7,366.76,366.19,366.4,471939,366.612058935306,366.437400562048,366.150770967742,48.3352229615623
09/23/2022,1:30 PM,366.39,366.48,365.7,365.7784,468415,366.426801394127,366.377491420043,366.120074193548,39.6788105128103
09/23/2022,1:33 PM,365.77,366.06,365.71,365.89,269583,366.307512195432,366.333174018221,366.090074193548,41.6976336297123
09/23/2022,1:36 PM,365.89,366.3299,365.72,365.96,315640,366.230287263114,366.299249107474,366.076848387097,42.9865485000419
09/23/2022,1:39 PM,365.96,366.19,365.8899,365.92,243054,366.161334537978,366.264771915885,366.051041935484,42.4095845153802
09/23/2022,1:42 PM,365.91,366.01,365.48,365.555,377384,366.026593529538,366.200247196259,366.037416129032,37.4677188308458
09/23/2022,1:45 PM,365.55,365.95,365.5001,365.84,221430,365.985128300752,366.167497451145,366.033867741935,43.0481930545578
09/23/2022,1:48 PM,365.84,366.38,365.73,366.33,418882,366.06176645614,366.182270410132,366.045480645161,51.1241989325786
09/23/2022,1:51 PM,366.35,366.35,365.92,366.06,318520,366.061373910331,366.171154918302,366.046448387097,47.1561263393433
09/23/2022,1:54 PM,366.04,366.17,365.91,365.98,240737,366.043290819147,366.153777198456,366.042577419355,46.016461323311
09/23/2022,1:57 PM,365.97,366.17,365.9201,366.01,253074,366.035892859336,366.140706544051,366.050158064516,46.5382542430649
09/23/2022,2:00 PM,366.01,366.36,365.77,366.1599,440608,366.063450001706,366.142451403683,366.065316129032,49.1814201161032
09/23/2022,2:03 PM,366.16,366.34,365.565,366.3301,535304,366.122705556882,366.159510366984,366.104351612903,52.0784611332853
09/23/2022,2:06 PM,366.35,366.44,365.82,366.28,401096,366.157659877575,366.170463969986,366.145158064516,51.1540294490995
09/23/2022,2:09 PM,366.26,366.65,365.91,366.01,481269,366.124846571447,366.155876336351,366.172738709677,46.3762806042062
09/23/2022,2:12 PM,366.0099,366.0099,364.85,364.88,709862,365.848214000015,366.039887578501,366.153061290322,32.6372433895091
09/23/2022,2:15 PM,364.86,364.98,364.39,364.585,556218,365.567499777789,365.907625071364,366.128380645161,30.1279138373097
09/23/2022,2:18 PM,364.585,364.585,364.23,364.3889,497135,365.305588716058,365.769559155785,366.101893548387,28.5561607907656
09/23/2022,2:21 PM,364.3878,364.44,364.09,364.245,445834,365.069902334712,365.630962868896,366.059474193548,27.4254866080954
09/23/2022,2:24 PM,364.24,365.07,364.2,364.94,699543,365.04103514922,365.568148062633,366.02205483871,39.8192676567871
09/23/2022,2:27 PM,364.93,365.1,364.7,365.04,445196,365.04080511606,365.520134602393,365.978448387097,41.3707049893669
09/23/2022,2:30 PM,365.015,365.09,364.645,364.81,362770,364.989515090269,365.455576911267,365.930058064516,38.8875712624172
09/23/2022,2:33 PM,364.79,364.8,364.09,364.1691,592211,364.807200625765,365.338624464788,365.850674193548,32.9523061806226
09/23/2022,2:36 PM,364.16,364.65,364.05,364.12,516253,364.654489375595,365.227840422534,365.768406451613,32.5425208608346
09/23/2022,2:39 PM,364.14,364.4,363.981,364.17,522994,364.546825069907,365.131673111395,365.690016129032,33.4501137712734
09/23/2022,2:42 PM,364.16,364.36,363.89,364.1314,464119,364.454508387706,365.040739192177,365.612319354839,33.0800899763575
09/23/2022,2:45 PM,364.15,364.56,364.035,364.48,455376,364.460173190438,364.989762901979,365.539416129032,39.5804079819433
09/23/2022,2:48 PM,364.46,364.6309,364.14,364.24,295947,364.411245814785,364.921602638163,365.461996774193,36.9213639224642
09/23/2022,2:51 PM,364.24,364.61,364.16,364.175,309836,364.358746744833,364.853729671057,365.37054516129,36.2118149784335
09/23/2022,2:54 PM,364.185,364.43,363.965,364.135,321826,364.309025245981,364.788390610052,365.281029032258,35.7564182060844
09/23/2022,2:57 PM,364.135,364.16,363.44,363.49,568262,364.127019635763,364.670355100047,365.177509677419,29.3473734943296
09/23/2022,3:00 PM,363.49,363.62,363.29,363.495,648430,363.986570827816,364.563504636407,365.0838,29.4529368543809
09/23/2022,3:03 PM,363.48,364.24,363.41,364.18,821079,364.029555088301,364.528640578552,365.032238709677,42.1953797699042
09/23/2022,3:06 PM,364.185,365.15,364.16,364.99,1198568,364.242987290901,364.570582344138,365.003206451613,53.00488073484
09/23/2022,3:09 PM,364.99,366.23,364.58,365.65,1015248,364.555656781812,364.668711221943,364.993206451613,59.6293676222499
09/23/2022,3:12 PM,365.65,365.88,365.4,365.67,801405,364.803288608076,364.759737474494,364.985141935484,59.8142274542242
09/23/2022,3:15 PM,365.67,365.71,364.98,365.5,1093936,364.958113361837,364.827034067722,364.983367741935,57.4079130545523
09/23/2022,3:18 PM,365.49,366.48,365.48,366.09,1046116,365.209643725873,364.941849152474,364.991432258064,62.9750301851021
09/23/2022,3:21 PM,366.07,366.38,365.74,366.1,714123,365.407500675679,365.047135593158,364.984012903226,63.0631541274012
09/23/2022,3:24 PM,366.12,366.39,365.43,365.82,686638,365.499167192195,365.11739599378,364.976270967742,58.8402027633299
09/23/2022,3:27 PM,365.8,365.8,365.35,365.52,463042,365.50379670504,365.153996357982,364.961432258065,54.6199397762581
09/23/2022,3:30 PM,365.48,366.33,365.4,366.22,768535,365.662952992809,365.250905779984,364.968206451613,61.5498128609371
09/23/2022,3:33 PM,366.22,366.96,366.18,366.86,1256880,365.928963438852,365.397187072713,364.990790322581,66.5754627844011
09/23/2022,3:36 PM,366.85,367,366.3,366.32,945532,366.01586045244,365.481079157011,364.990464516129,59.5079408177927
09/23/2022,3:39 PM,366.29,366.84,366.01,366.77,976696,366.183447018565,365.598253779101,365.006270967742,63.0300682072899
09/23/2022,3:42 PM,366.78,367.09,366.65,367.04,917754,366.37379212555,365.729321617365,365.039496774194,64.9973735168271
09/23/2022,3:45 PM,367.06,368.02,367.05,367.83,1082853,366.697393875428,365.920292379423,365.134658064516,70.0236847075987
09/23/2022,3:48 PM,367.835,368.04,367.46,367.67,1076360,366.913528569777,366.079356708566,365.234174193548,67.8971244369378
09/23/2022,3:51 PM,367.67,367.79,366.57,367.05,1864770,366.943855554271,366.167597007787,365.320016129032,60.260181250377
09/23/2022,3:54 PM,367.04,367.68,367.03,367.65,1525737,367.100776542211,366.30236091617,365.42985483871,64.429820475465
09/23/2022,3:57 PM,367.64,367.9,366.79,367.085,1893657,367.097270643942,366.373509923791,365.499048387097,58.2335838179342
09/23/2022,4:00 PM,367.08,368.235,367.005,367.92,4697425,367.280099389733,366.514099930719,365.591951612903,63.7777828904382
09/26/2022,9:33 AM,366.41,367.4384,366.06,367.35,1174998,367.295632858681,366.590090846108,365.673887096774,58.1073556794445
09/26/2022,9:36 AM,367.34,368.09,367.26,368.09,658629,367.472158890085,366.726446223735,365.800367741935,62.7390684368076
09/26/2022,9:39 AM,368.085,368.36,367.9,368.1101,852833,367.613923581177,366.852232930668,365.929080645161,62.8591853850274
09/26/2022,9:42 AM,368.11,368.5799,367.7523,367.88,827380,367.673051674249,366.945666300607,366.048758064516,60.4564897833076
09/26/2022,9:45 AM,367.88,367.92,367.1099,367.22,633843,367.572373524416,366.970605727825,366.148390322581,54.0721545941579
09/26/2022,9:48 AM,367.23,368.12,367.15,367.95,614445,367.65629051899,367.05964157075,366.260325806452,59.2037940543
09/26/2022,9:51 AM,367.95,368.365,367.72,368.29,466669,367.797114848103,367.171492337045,366.390970967742,61.3687995739396
09/26/2022,9:54 AM,368.32,368.63,368.15,368.63,401675,367.982200437414,367.304083942769,366.534680645161,63.4572544204679
09/26/2022,9:57 AM,368.6399,368.67,368.01,368.46,359773,368.088378117989,367.409167220699,366.674196774193,61.6622683967633
09/26/2022,10:00 AM,368.45,368.58,367.7401,368.43,523834,368.164294091769,367.501970200635,366.833551612903,61.3325615894005
09/26/2022,10:03 AM,368.48,369,368.26,368.3003,617978,368.194517626931,367.574545636941,366.988561290323,59.8427767233655
09/26/2022,10:06 AM,368.31,368.53,367.78,368.2501,380783,368.206869265391,367.635959669946,367.11985483871,59.2429612875767
09/26/2022,10:09 AM,368.2501,368.87,368.1,368.465,474429,368.26423165086,367.711326972679,367.231951612903,61.0431067420915
09/26/2022,10:12 AM,368.465,368.49,367.38,367.67,521105,368.132180172891,367.707569975162,367.297112903226,51.909054498906
09/26/2022,10:15 AM,367.67,369.15,367.58,368.96,606337,368.316140134471,367.821427250148,367.403241935484,61.8772827839361
09/26/2022,10:18 AM,368.99,370.15,368.98,369.78,759800,368.641442326811,367.999479318316,367.541306451613,66.6144815735973
09/26/2022,10:21 AM,369.79,370.11,369.71,370.03,477769,368.95001069863,368.18407210756,367.668403225806,67.9231809512572
09/26/2022,10:24 AM,370.04,370.1386,369.6201,369.91,535173,369.16334165449,368.340974643236,367.791306451613,66.5741761576485
09/26/2022,10:27 AM,369.9074,370.21,369.7,369.97,369872,369.342599064604,368.489067857488,367.925177419355,66.9278577776295
09/26/2022,10:30 AM,369.95,370.03,369.43,369.82,431127,369.448688161358,368.610061688625,368.063887096774,65.0740574711563
09/26/2022,10:33 AM,369.83,369.92,369.24,369.292,493605,369.413868569945,368.672056080568,368.162983870968,58.8906261167559
09/26/2022,10:36 AM,369.29,369.5,368.98,369.0111,506087,369.324364443291,368.702878255062,368.232374193548,55.8501041549117
09/26/2022,10:39 AM,369.0053,369.5,368.98,369.26,218089,369.310061233671,368.75352568642,368.327212903226,57.9231232824284
09/26/2022,10:42 AM,369.2029,369.4601,368.59,368.79,341081,369.194492070633,368.756841533109,368.392374193548,52.8744514151364
09/26/2022,10:45 AM,368.7248,369.39,368.51,369.245,395202,369.205716054937,368.801219575554,368.463503225806,56.8000562268706
09/26/2022,10:48 AM,369.245,369.33,368.35,368.41,387756,369.028890264951,368.765654159594,368.482212903226,48.7708875801337
09/26/2022,10:51 AM,368.4,368.51,367.82,368.24,518115,368.853581317184,368.717867417813,368.5006,47.3047533740791
09/26/2022,10:54 AM,368.24,368.33,367.9301,368.15,278878,368.697229913365,368.666243107103,368.536083870968,46.5076480397277
09/26/2022,10:57 AM,368.18,368.58,367.995,368.19,420466,368.58451215484,368.622948279184,368.553503225806,46.9356208568406
09/26/2022,11:00 AM,368.17,368.78,368.12,368.48,292063,368.561287231542,368.609952981077,368.598503225806,50.0554802628169
09/26/2022,11:03 AM,368.5,368.79,368.15,368.7007,255052,368.592267846755,368.61820271007,368.623687096774,52.3514726174425
09/26/2022,11:06 AM,368.7,368.84,367.61,367.66,371766,368.385097214143,368.531093372791,368.633687096774,42.4431875379785
09/26/2022,11:09 AM,367.65,367.88,367.44,367.5,636230,368.188408944333,368.437357611628,368.61465483871,41.1535835691708
09/26/2022,11:12 AM,367.51,367.51,366.71,366.91,601011,367.904318067815,368.298506919662,368.575941935484,36.7226148999766
09/26/2022,11:15 AM,366.92,367.405,366.84,367.39,284896,367.790025163856,368.215915381511,368.560135483871,42.1772266940114
09/26/2022,11:18 AM,367.3806,367.54,366.92,367.03,378526,367.621130682999,368.108104892282,368.554006451613,39.431811699649
09/26/2022,11:21 AM,367.02,367.33,366.75,367.1689,240400,367.520634975666,368.022722629348,368.528809677419,41.0268414881689
09/26/2022,11:24 AM,367.19,367.27,366.3905,366.5,332966,367.293827203296,367.884293299407,368.471067741935,36.0969400497612
09/26/2022,11:27 AM,366.5,366.77,366.01,366.09,292014,367.026310047008,367.721175726734,368.389132258064,33.4441795412799
09/26/2022,11:30 AM,366.08,366.5,365.93,365.95,401614,366.787130036562,367.560159751576,368.308164516129,32.5641519467685
09/26/2022,11:33 AM,365.97,366.45,365.9,365.98,456352,366.607767806215,367.416508865069,368.229132258065,32.9711715021202
09/26/2022,11:36 AM,365.9811,366.6,365.83,366.51,464505,366.586041627056,367.334098968245,368.171380645161,39.8754113274597
09/26/2022,11:39 AM,366.49,366.62,366.09,366.15,359371,366.48914348771,367.226453607495,368.103635483871,37.0814388028679
09/26/2022,11:42 AM,366.09,366.93,365.95,366.755,319411,366.548222712663,367.183594188632,368.048474193548,44.1622414303821
09/26/2022,11:45 AM,366.725,366.78,365.6272,365.6272,450447,366.343550998738,367.042103807847,367.982577419355,36.0235953855028
09/26/2022,11:48 AM,365.63,366.28,365.34,366.05,616907,366.278317443463,366.951912552588,367.888706451613,40.4539793730195
09/26/2022,11:51 AM,366.03,366.45,365.98,366.08,365498,366.234246900471,366.87264777508,367.769351612903,40.7674184642315
09/26/2022,11:54 AM,366.11,366.24,365.71,365.81,347620,366.139969811478,366.776043431891,367.633222580645,38.7884883235001
09/26/2022,11:57 AM,365.82,366.81,365.8035,366.63,617743,366.248865408927,366.762766756265,367.527416129032,47.1751695384342
09/26/2022,12:00 PM,366.67,367.17,366.47,366.85,436391,366.38245087361,366.77069705115,367.426770967742,49.1867059215289
09/26/2022,12:03 PM,366.86,366.89,366.0727,366.17,478924,366.335239568363,366.716088228318,367.309029032258,43.6534668432611
09/26/2022,12:06 PM,366.16,366.33,365.83,366.1399,551137,366.291830775394,366.663707480289,367.207348387097,43.4206201977461
09/26/2022,12:09 PM,366.14,366.2501,365.825,365.92,262422,366.209201714195,366.596097709354,367.107635483871,41.6718318345153
09/26/2022,12:12 PM,365.97,366.35,365.91,366.27,152685,366.222712444374,366.566452463049,367.011183870968,45.4384811009865
09/26/2022,12:15 PM,366.27,366.32,365.96,366.11,243894,366.197665234513,366.52495678459,366.924732258065,44.0384256036344
09/26/2022,12:18 PM,366.12,366.36,365.92,366.25,215983,366.209295182399,366.499960713263,366.828119354839,45.6173966835943
09/26/2022,12:21 PM,366.23,366.48,365.97,366.03,375668,366.169451808533,366.457237012058,366.75134516129,43.5384811036019
09/26/2022,12:24 PM,366.04,366.06,365.38,365.49,411145,366.018462517748,366.369306374598,366.662635483871,38.8574991633856
09/26/2022,12:27 PM,365.49,365.53,364.8,364.96,546596,365.783248624915,366.241187613271,366.559732258065,34.8923403641096
09/26/2022,12:30 PM,364.94,364.97,364.41,364.665,402727,365.534748930489,366.097897830246,366.446022580645,32.881104670142
09/26/2022,12:33 PM,364.67,364.79,364.25,364.26,382708,365.251471390381,365.930816209315,366.309893548387,30.2989725504885
09/26/2022,12:36 PM,364.27,364.32,364.055,364.24,713134,365.026699970296,365.777105644832,366.166,30.1729612044861
09/26/2022,12:39 PM,364.2422,364.66,364.07,364.11,441364,364.822988865786,365.625550586211,366.051483870968,29.3193996183251
09/26/2022,12:42 PM,364.1,364.3946,364.03,364.12,251556,364.666769117833,365.4886823511,365.942451612903,29.4846497923922
09/26/2022,12:45 PM,364.13,364.3,363.89,364.05,313880,364.52970931387,365.357893046455,365.850193548387,28.9739887743994
09/26/2022,12:48 PM,364.06,364.96,363.98,364.73,644039,364.574218355233,365.300811860414,365.764387096774,39.8690644226887
09/26/2022,12:51 PM,364.74,365.0201,364.68,364.97,324636,364.662169831848,365.270738054921,365.697935483871,43.1818038637357
09/26/2022,12:54 PM,364.97,365.32,364.89,365.12,375540,364.763909869215,365.257034595383,365.631841935484,45.2133593558229
09/26/2022,12:57 PM,365.11,365.67,365.02,365.67,442684,364.965263231612,365.294576904894,365.605067741936,51.9915673235851
09/26/2022,1:00 PM,365.67,365.91,365.49,365.57,383834,365.099649180142,365.319615368085,365.588293548387,50.7618655859318
09/26/2022,1:03 PM,365.57,365.59,365.07,365.0975,616146,365.099171584555,365.299423061896,365.560793548387,45.3088536588726
09/26/2022,1:06 PM,365.0821,365.29,364.6,364.61,591835,364.990466787987,365.236748238087,365.5166,40.4774879200907
09/26/2022,1:09 PM,364.61,364.6724,364.23,364.3,373082,364.83702972399,365.151589307352,365.445309677419,37.7228584349967
09/26/2022,1:12 PM,364.31,364.51,363.74,363.78,400399,364.60213422977,365.02689937032,365.368858064516,33.5930880855505
09/26/2022,1:15 PM,363.77,363.95,363.56,363.61,358147,364.381659956488,364.898090336654,365.267406451613,32.3463455108481
09/26/2022,1:18 PM,363.6,364.12,363.555,363.69,437527,364.227957743935,364.788263942413,365.204916129032,33.5953135951191
09/26/2022,1:21 PM,363.7,364.16,363.57,363.95,261747,364.166189356394,364.712058129466,365.137174193549,37.6255877561523
09/26/2022,1:24 PM,363.92,364.06,363.62,363.65,320806,364.051480610529,364.615507390424,365.058787096774,34.9869795916888
09/26/2022,1:27 PM,363.66,363.7,363.0299,363.3,516558,363.8844849193,364.495915809476,364.977819354839,32.1539122110047
09/26/2022,1:30 PM,363.294,363.78,363.294,363.67,472953,363.8368216039,364.420832554069,364.882335483871,37.880510186282
09/26/2022,1:33 PM,363.63,364.4,363.62,363.83,716790,363.835305691922,364.3671205037,364.784916129032,40.2299194064505
09/26/2022,1:36 PM,363.84,364.34,363.68,364.07,386697,363.887459982606,364.340109548818,364.717174193548,43.6713280344926
09/26/2022,1:39 PM,364.11,364.3,363.93,364.145,224849,363.944691097583,364.322372317107,364.652822580645,44.7420624889296
09/26/2022,1:42 PM,364.13,364.13,363.6,363.64,225116,363.876981964786,364.260338470097,364.579274193548,39.3220178904708
09/26/2022,1:45 PM,363.64,364.0699,363.5,363.68,226997,363.833208194834,364.207580427361,364.495725806452,39.9426105115724
09/26/2022,1:48 PM,363.68,364.37,363.65,364.14,531495,363.901384151537,364.201436752146,364.432177419355,46.6945648224757
09/26/2022,1:51 PM,364.14,364.37,363.95,364.3564,266639,364.002498784529,364.215524320133,364.371093548387,49.5670733296558
09/26/2022,1:54 PM,364.35,364.72,364.05,364.11,467857,364.026387943523,364.205931200121,364.309158064516,46.4947834511089
09/26/2022,1:57 PM,364.15,364.52,363.96,364.05,315209,364.031635067184,364.191755636474,364.262706451613,45.7511377997945
09/26/2022,2:00 PM,364.0587,364.18,363.18,363.31,393306,363.871271718921,364.111596033158,364.209480645161,37.7349064325969
09/26/2022,2:03 PM,363.29,364.65,363.1619,364.56,567683,364.02432244805,364.152360030144,364.206093548387,52.7842672538399
09/26/2022,2:06 PM,364.6,364.88,364.41,364.83,436601,364.203361904039,364.213963663767,364.224480645161,55.2975599754423
09/26/2022,2:09 PM,364.84,365.15,364.67,365.13,455581,364.409281480919,364.297239694333,364.253190322581,57.9743421639181
09/26/2022,2:12 PM,365.1301,365.22,364.83,364.9,351290,364.518330040715,364.352036085758,364.278674193548,55.2431545188653
09/26/2022,2:15 PM,364.89,365.08,364.65,364.935,332629,364.610923365,364.405032805234,364.304964516129,55.5860486202847
